Number;DT1;DT2;Time;С кулером;;;;;Без куллера;;;;;;;Delta;в среднем;Мин;Макс
2612;35.4317;35.1343;16:33:50;;;;;;;;;;;;;0.2974;;;
2613;35.4082;35.1265;16:33:51;;;;;;;;;;;;;0.2817;;;
2614;35.4004;35.1187;16:33:51;;;;;;;;;;;;;0.2817;;;
2615;35.3847;35.1187;16:33:52;;;;;;;;;;;;;0.266;;;
2616;35.3847;35.1109;16:33:52;;;;;;;;;;;;;0.2738;;;
2617;35.3769;35.107;16:33:53;;;;;;;;;;;;;0.2699;;;
2618;35.3613;35.0991;16:33:53;;;;;;;;;;;;;0.2622;;;
2619;35.3613;35.0991;16:33:54;;;;;;;;;;;;;0.2622;;;
2620;35.3613;35.0991;16:33:54;;;;;;;;;;;;;0.2622;;;
2621;35.3456;35.0952;16:33:55;;;;;;;;;;;;;0.2504;;;
2622;35.3378;35.0913;16:33:55;;;;;;;;;;;;;0.2465;;;
2623;35.33;35.0913;16:33:56;;;;;;;;;;;;;0.2387;;;
2624;35.3221;35.0757;16:33:56;;;;;;;;;;;;;0.2464;;;
2625;35.3143;35.0757;16:33:57;;;;;;;;;;;;;0.2386;;;
2626;35.3065;35.06;16:33:57;;;;;;;;;;;;;0.2465;;;
2627;35.2987;35.06;16:33:58;;;;;;;;;;;;;0.2387;;;
2628;35.2987;35.0522;16:33:58;;;;;;;;;;;;;0.2465;;;
