Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
3;33.718;32.4034;-256.755;-256.254;-256.684;-256.895;-256.942;-255.98;12:45:04
4;33.7571;32.4191;-256.755;-256.262;-256.692;-256.895;-256.942;-255.988;12:45:04
5;33.7845;32.4425;-256.755;-256.254;-256.684;-256.903;-256.935;-255.988;12:45:04
6;33.7963;32.4582;-256.755;-256.262;-256.684;-256.895;-256.942;-255.988;12:45:04
7;33.8236;32.466;-256.755;-256.262;-256.7;-256.888;-256.942;-255.996;12:45:04
8;33.8549;32.4856;-256.755;-256.262;-256.692;-256.895;-256.95;-255.988;12:45:05
9;33.8862;32.509;-256.755;-256.254;-256.692;-256.895;-256.942;-255.98;12:45:05
10;33.9175;32.5247;-256.755;-256.262;-256.692;-256.895;-256.942;-255.988;12:45:06
11;33.9332;32.556;-256.758;-256.254;-256.692;-256.895;-256.95;-255.988;12:45:06
12;33.9606;32.5716;-256.755;-256.262;-256.7;-256.895;-256.942;-255.988;12:45:07
13;33.9723;32.5951;-256.755;-256.262;-256.692;-256.888;-256.942;-255.98;12:45:07
14;33.9919;32.6108;-256.758;-256.262;-256.7;-256.888;-256.95;-255.988;12:45:08
15;34.0154;32.6264;-256.755;-256.269;-256.7;-256.888;-256.942;-255.988;12:45:08
16;34.0232;32.6342;-256.758;-256.262;-256.692;-256.888;-256.935;-255.988;12:45:09
17;34.031;32.6264;-256.755;-256.262;-256.7;-256.888;-256.942;-255.988;12:45:09
18;34.0467;32.6342;-256.758;-256.262;-256.692;-256.888;-256.95;-255.98;12:45:10
19;34.0388;32.6342;-256.758;-256.262;-256.692;-256.895;-256.942;-255.98;12:45:10
20;34.0388;32.6342;-256.758;-256.262;-256.692;-256.888;-256.942;-255.98;12:45:11
21;34.031;32.6342;-256.755;-256.262;-256.684;-256.888;-256.942;-255.98;12:45:11
22;34.031;32.6264;-256.758;-256.262;-256.692;-256.888;-256.935;-255.98;12:45:12
